,Location,Date_confirmation,cases,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21
151,New South Wales,2022-06-26,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
152,New South Wales,2022-06-27,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
153,New South Wales,2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
154,New South Wales,2022-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
155,New South Wales,2022-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
156,New South Wales,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
157,New South Wales,2022-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
158,New South Wales,2022-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
159,New South Wales,2022-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
160,New South Wales,2022-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
161,New South Wales,2022-07-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
162,New South Wales,2022-07-07,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,New South Wales,2022-07-08,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,New South Wales,2022-07-09,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,New South Wales,2022-07-10,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,New South Wales,2022-07-11,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,New South Wales,2022-07-12,1,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,New South Wales,2022-07-13,0,1,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,New South Wales,2022-07-14,0,0,1,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
170,New South Wales,2022-07-15,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
171,New South Wales,2022-07-16,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
172,New South Wales,2022-07-17,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0
173,New South Wales,2022-07-18,0,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0
174,New South Wales,2022-07-19,5,0,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0,0,0,0
175,New South Wales,2022-07-20,0,5,0,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0,0,0
176,New South Wales,2022-07-21,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0,0
177,New South Wales,2022-07-22,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0,0
178,New South Wales,2022-07-23,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0,0
179,New South Wales,2022-07-24,2,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2,4,0,0,0
180,New South Wales,2022-07-25,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2,4,0,0
181,New South Wales,2022-07-26,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2,4,0
182,New South Wales,2022-07-27,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2,4
183,New South Wales,2022-07-28,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2
184,New South Wales,2022-07-29,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0
185,New South Wales,2022-07-30,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0
186,New South Wales,2022-07-31,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0,3
187,New South Wales,2022-08-01,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1,0
188,New South Wales,2022-08-02,6,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,1
189,New South Wales,2022-08-03,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0
190,New South Wales,2022-08-04,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0
191,New South Wales,2022-08-05,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0
192,New South Wales,2022-08-06,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0
193,New South Wales,2022-08-07,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0
194,New South Wales,2022-08-08,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
195,New South Wales,2022-08-09,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,5
196,New South Wales,2022-08-10,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0
197,New South Wales,2022-08-11,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0
198,New South Wales,2022-08-12,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0
199,New South Wales,2022-08-13,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0
200,New South Wales,2022-08-14,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2
201,New South Wales,2022-08-15,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0
202,New South Wales,2022-08-16,3,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0
203,New South Wales,2022-08-17,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,0
204,New South Wales,2022-08-18,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0
205,New South Wales,2022-08-19,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0
206,New South Wales,2022-08-20,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0
207,New South Wales,2022-08-21,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0
208,New South Wales,2022-08-22,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0
209,New South Wales,2022-08-23,4,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,6
210,New South Wales,2022-08-24,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0
211,New South Wales,2022-08-25,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0,1
212,New South Wales,2022-08-26,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,0
213,New South Wales,2022-08-27,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0
214,New South Wales,2022-08-28,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0
215,New South Wales,2022-08-29,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,2,0
216,New South Wales,2022-08-30,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,2
217,New South Wales,2022-08-31,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0
218,New South Wales,2022-09-01,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0
219,New South Wales,2022-09-02,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0
220,New South Wales,2022-09-03,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0
221,New South Wales,2022-09-04,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0
222,New South Wales,2022-09-05,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0
223,New South Wales,2022-09-06,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3
224,New South Wales,2022-09-07,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0
225,New South Wales,2022-09-08,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3
226,New South Wales,2022-09-09,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0
227,New South Wales,2022-09-10,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0
228,Queensland,2022-05-20,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0
229,Queensland,2022-05-21,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4,0
230,Queensland,2022-05-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,4
231,Queensland,2022-05-23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
232,Queensland,2022-05-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
233,Queensland,2022-05-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0
234,Queensland,2022-05-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0
235,Queensland,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
236,Queensland,2022-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
237,Queensland,2022-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
238,Queensland,2022-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
239,Queensland,2022-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,Queensland,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,Queensland,2022-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
242,Queensland,2022-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
243,Queensland,2022-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,Queensland,2022-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Queensland,2022-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Queensland,2022-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Queensland,2022-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Queensland,2022-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Queensland,2022-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Queensland,2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Queensland,2022-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Queensland,2022-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Queensland,2022-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Queensland,2022-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Queensland,2022-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Queensland,2022-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Queensland,2022-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Queensland,2022-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Queensland,2022-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Queensland,2022-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Queensland,2022-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Queensland,2022-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Queensland,2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Queensland,2022-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Queensland,2022-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Queensland,2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Queensland,2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Queensland,2022-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Queensland,2022-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Queensland,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Queensland,2022-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Queensland,2022-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Queensland,2022-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Queensland,2022-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Queensland,2022-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Queensland,2022-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Queensland,2022-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Queensland,2022-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Queensland,2022-07-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Queensland,2022-07-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Queensland,2022-07-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Queensland,2022-07-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Queensland,2022-07-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Queensland,2022-07-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Queensland,2022-07-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Queensland,2022-07-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Queensland,2022-07-18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Queensland,2022-07-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
289,Queensland,2022-07-20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290,Queensland,2022-07-21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,Queensland,2022-07-22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
292,Queensland,2022-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,Queensland,2022-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
294,Queensland,2022-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,Queensland,2022-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,Queensland,2022-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,Queensland,2022-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
298,Queensland,2022-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,Queensland,2022-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,Queensland,2022-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301,Queensland,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Queensland,2022-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Queensland,2022-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Queensland,2022-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Queensland,2022-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Queensland,2022-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Queensland,2022-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Queensland,2022-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Queensland,2022-08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Queensland,2022-08-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Queensland,2022-08-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Queensland,2022-08-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Queensland,2022-08-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Queensland,2022-08-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Queensland,2022-08-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Queensland,2022-08-16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Queensland,2022-08-17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Queensland,2022-08-18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,Queensland,2022-08-19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,Queensland,2022-08-20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,Queensland,2022-08-21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
322,Queensland,2022-08-22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
323,Queensland,2022-08-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
324,Queensland,2022-08-24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
325,Queensland,2022-08-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
326,Queensland,2022-08-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
327,Queensland,2022-08-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
328,Queensland,2022-08-28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
329,Queensland,2022-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
