,Location,Date_confirmation,cases,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21
508,Victoria,2022-07-11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Victoria,2022-07-12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Victoria,2022-07-13,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Victoria,2022-07-14,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Victoria,2022-07-15,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
513,Victoria,2022-07-16,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
514,Victoria,2022-07-17,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
515,Victoria,2022-07-18,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
516,Victoria,2022-07-19,3,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
517,Victoria,2022-07-20,0,3,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
518,Victoria,2022-07-21,0,0,3,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0
519,Victoria,2022-07-22,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0
520,Victoria,2022-07-23,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0
521,Victoria,2022-07-24,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0
522,Victoria,2022-07-25,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0
523,Victoria,2022-07-26,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,1,1,0
524,Victoria,2022-07-27,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,1,1
525,Victoria,2022-07-28,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,1
526,Victoria,2022-07-29,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0
527,Victoria,2022-07-30,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0
528,Victoria,2022-07-31,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0
529,Victoria,2022-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0
530,Victoria,2022-08-02,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1
531,Victoria,2022-08-03,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,0
532,Victoria,2022-08-04,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5
533,Victoria,2022-08-05,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
534,Victoria,2022-08-06,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
535,Victoria,2022-08-07,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
536,Victoria,2022-08-08,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
537,Victoria,2022-08-09,5,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3
538,Victoria,2022-08-10,0,5,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
539,Victoria,2022-08-11,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0
540,Victoria,2022-08-12,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0
541,Victoria,2022-08-13,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0
542,Victoria,2022-08-14,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0
543,Victoria,2022-08-15,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0
544,Victoria,2022-08-16,6,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,1,0
545,Victoria,2022-08-17,0,6,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0,1
546,Victoria,2022-08-18,4,0,6,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0,0
547,Victoria,2022-08-19,0,4,0,6,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0,0
548,Victoria,2022-08-20,0,0,4,0,6,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0,0
549,Victoria,2022-08-21,0,0,0,4,0,6,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0,0
550,Victoria,2022-08-22,0,0,0,0,4,0,6,0,0,0,0,3,0,5,0,0,0,0,3,0,3,0
551,Victoria,2022-08-23,8,0,0,0,0,4,0,6,0,0,0,0,3,0,5,0,0,0,0,3,0,3
552,Victoria,2022-08-24,0,8,0,0,0,0,4,0,6,0,0,0,0,3,0,5,0,0,0,0,3,0
553,Victoria,2022-08-25,4,0,8,0,0,0,0,4,0,6,0,0,0,0,3,0,5,0,0,0,0,3
554,Victoria,2022-08-26,0,4,0,8,0,0,0,0,4,0,6,0,0,0,0,3,0,5,0,0,0,0
555,Victoria,2022-08-27,0,0,4,0,8,0,0,0,0,4,0,6,0,0,0,0,3,0,5,0,0,0
556,Victoria,2022-08-28,0,0,0,4,0,8,0,0,0,0,4,0,6,0,0,0,0,3,0,5,0,0
557,Victoria,2022-08-29,0,0,0,0,4,0,8,0,0,0,0,4,0,6,0,0,0,0,3,0,5,0
558,Victoria,2022-08-30,9,0,0,0,0,4,0,8,0,0,0,0,4,0,6,0,0,0,0,3,0,5
559,Victoria,2022-08-31,0,9,0,0,0,0,4,0,8,0,0,0,0,4,0,6,0,0,0,0,3,0
560,Victoria,2022-09-01,3,0,9,0,0,0,0,4,0,8,0,0,0,0,4,0,6,0,0,0,0,3
561,Victoria,2022-09-02,0,3,0,9,0,0,0,0,4,0,8,0,0,0,0,4,0,6,0,0,0,0
562,Victoria,2022-09-03,0,0,3,0,9,0,0,0,0,4,0,8,0,0,0,0,4,0,6,0,0,0
563,Victoria,2022-09-04,0,0,0,3,0,9,0,0,0,0,4,0,8,0,0,0,0,4,0,6,0,0
564,Victoria,2022-09-05,0,0,0,0,3,0,9,0,0,0,0,4,0,8,0,0,0,0,4,0,6,0
565,Victoria,2022-09-06,0,0,0,0,0,3,0,9,0,0,0,0,4,0,8,0,0,0,0,4,0,6
566,Victoria,2022-09-07,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,8,0,0,0,0,4,0
567,Victoria,2022-09-08,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,8,0,0,0,0,4
568,Victoria,2022-09-09,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,8,0,0,0,0
569,Victoria,2022-09-10,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,8,0,0,0
570,Western Australia,2022-05-20,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,8,0,0
571,Western Australia,2022-05-21,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,8,0
572,Western Australia,2022-05-22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0,8
573,Western Australia,2022-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4,0
574,Western Australia,2022-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,4
575,Western Australia,2022-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0
576,Western Australia,2022-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0
577,Western Australia,2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0
578,Western Australia,2022-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0
579,Western Australia,2022-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
580,Western Australia,2022-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
581,Western Australia,2022-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
582,Western Australia,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Western Australia,2022-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Western Australia,2022-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Western Australia,2022-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Western Australia,2022-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Western Australia,2022-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Western Australia,2022-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Western Australia,2022-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Western Australia,2022-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Western Australia,2022-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Western Australia,2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,Western Australia,2022-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Western Australia,2022-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Western Australia,2022-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Western Australia,2022-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Western Australia,2022-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Western Australia,2022-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Western Australia,2022-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Western Australia,2022-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Western Australia,2022-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Western Australia,2022-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Western Australia,2022-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Western Australia,2022-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Western Australia,2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Western Australia,2022-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Western Australia,2022-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Western Australia,2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Western Australia,2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Western Australia,2022-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Western Australia,2022-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Western Australia,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Western Australia,2022-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Western Australia,2022-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Western Australia,2022-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Western Australia,2022-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Western Australia,2022-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Western Australia,2022-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,Western Australia,2022-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Western Australia,2022-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Western Australia,2022-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Western Australia,2022-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Western Australia,2022-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,Western Australia,2022-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Western Australia,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Western Australia,2022-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Western Australia,2022-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Western Australia,2022-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Western Australia,2022-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Western Australia,2022-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Western Australia,2022-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Western Australia,2022-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Western Australia,2022-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Western Australia,2022-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Western Australia,2022-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Western Australia,2022-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Western Australia,2022-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Western Australia,2022-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Western Australia,2022-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Western Australia,2022-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Western Australia,2022-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,Western Australia,2022-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Western Australia,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Western Australia,2022-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Western Australia,2022-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Western Australia,2022-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Western Australia,2022-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Western Australia,2022-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Western Australia,2022-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Western Australia,2022-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Western Australia,2022-08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Western Australia,2022-08-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Western Australia,2022-08-11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Western Australia,2022-08-12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Western Australia,2022-08-13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Western Australia,2022-08-14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Western Australia,2022-08-15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Western Australia,2022-08-16,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Western Australia,2022-08-17,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Western Australia,2022-08-18,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
661,Western Australia,2022-08-19,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
662,Western Australia,2022-08-20,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
663,Western Australia,2022-08-21,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
664,Western Australia,2022-08-22,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
665,Western Australia,2022-08-23,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
666,Western Australia,2022-08-24,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
667,Western Australia,2022-08-25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
668,Western Australia,2022-08-26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
669,Western Australia,2022-08-27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
670,Western Australia,2022-08-28,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
671,Western Australia,2022-08-29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
672,Western Australia,2022-08-30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
673,Western Australia,2022-08-31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
674,Western Australia,2022-09-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
675,Western Australia,2022-09-02,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
676,Western Australia,2022-09-03,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
677,Western Australia,2022-09-04,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
678,Western Australia,2022-09-05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
679,Western Australia,2022-09-06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
680,Western Australia,2022-09-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
681,Western Australia,2022-09-08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
682,Western Australia,2022-09-09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
683,Western Australia,2022-09-10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
