,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
709353,AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-07,-5.0,-11.0,-22.0,-20.0,1.0,1.0
709354,AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-08,-5.0,-10.0,,-35.0,-4.0,2.0
709355,AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-09,-1.0,-1.0,,-30.0,-1.0,2.0
709356,AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-10,1.0,-11.0,-34.0,-27.0,-20.0,3.0
709357,AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-11,1.0,-8.0,-22.0,-32.0,-26.0,2.0
709358,AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-12,-7.0,-6.0,,-26.0,0.0,2.0
709359,AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-13,-6.0,-4.0,-34.0,-21.0,0.0,1.0
710270,AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-07,34.0,-5.0,,-35.0,-8.0,6.0
710271,AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-08,18.0,-11.0,,-41.0,-10.0,7.0
710272,AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-09,29.0,-8.0,,-28.0,-5.0,5.0
710273,AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-10,28.0,-4.0,-42.0,,-15.0,
710274,AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-11,35.0,-18.0,-26.0,,-24.0,
710275,AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-12,29.0,-10.0,,-41.0,-4.0,6.0
710276,AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-13,24.0,-6.0,,-41.0,-11.0,7.0
711212,AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-07,-12.0,0.0,-19.0,-29.0,-18.0,6.0
711213,AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-08,-16.0,-1.0,-26.0,-19.0,-16.0,6.0
711214,AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-09,-9.0,6.0,-4.0,-19.0,-18.0,6.0
711215,AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-10,-7.0,8.0,-7.0,-14.0,-20.0,3.0
711216,AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-11,-10.0,2.0,-3.0,-14.0,-31.0,2.0
711217,AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-12,-17.0,3.0,-23.0,-28.0,-15.0,6.0
711218,AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-13,-16.0,-3.0,-28.0,-27.0,-16.0,6.0
712154,AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-07,11.0,34.0,-4.0,-18.0,11.0,3.0
712155,AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-08,3.0,27.0,-34.0,-24.0,12.0,4.0
712156,AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-09,12.0,41.0,16.0,-21.0,11.0,3.0
712157,AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-10,15.0,38.0,-14.0,-11.0,13.0,2.0
712158,AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-11,18.0,37.0,-22.0,-8.0,5.0,2.0
712159,AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-12,9.0,40.0,-16.0,-20.0,13.0,4.0
712160,AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-13,7.0,35.0,-10.0,-19.0,11.0,3.0
713090,AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-07,-17.0,8.0,,-33.0,10.0,1.0
713091,AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-08,-15.0,10.0,,-28.0,10.0,4.0
713092,AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-09,-15.0,8.0,-5.0,-31.0,15.0,1.0
713093,AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-10,-11.0,6.0,5.0,-44.0,-13.0,4.0
713094,AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-11,-14.0,8.0,2.0,-42.0,-13.0,
713095,AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-12,-24.0,4.0,-11.0,-22.0,20.0,0.0
713096,AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-13,-21.0,4.0,-4.0,-25.0,13.0,1.0
714026,AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-07,14.0,14.0,,-26.0,16.0,2.0
714027,AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-08,6.0,7.0,,-36.0,14.0,3.0
714028,AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-09,22.0,18.0,,-35.0,20.0,2.0
714029,AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-10,21.0,18.0,-43.0,-28.0,5.0,
714030,AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-11,20.0,15.0,,-27.0,-6.0,
714031,AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-12,16.0,23.0,,-32.0,17.0,3.0
714032,AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-13,14.0,10.0,,-38.0,20.0,3.0
714939,AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-07,,,-39.0,,-10.0,3.0
714940,AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-08,,-9.0,-49.0,,-13.0,6.0
714941,AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-09,,,-55.0,,-5.0,
714942,AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-10,-1.0,,-57.0,,-20.0,
714943,AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-11,,,-54.0,,-28.0,
714944,AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-12,,,-53.0,,3.0,
714945,AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-13,,,,,-6.0,3.0
715856,AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-07,0.0,,,-34.0,2.0,4.0
715857,AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-08,5.0,,,-27.0,9.0,3.0
715858,AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-09,11.0,,,-21.0,9.0,3.0
715859,AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-10,-1.0,,20.0,,-10.0,
715860,AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-11,3.0,,6.0,,-13.0,
715861,AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-12,-7.0,,,-26.0,3.0,4.0
715862,AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-13,-3.0,,,-22.0,0.0,4.0
716594,AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-07,,,,,-1.0,
716595,AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-08,,,,,0.0,
716596,AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-09,,,,,6.0,
716597,AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-10,19.0,,,,,
716598,AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-12,,,,,11.0,
716599,AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-13,,,,,5.0,
717488,AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-07,,,-38.0,,8.0,
717489,AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-08,,,-59.0,,8.0,
717490,AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-09,,,-59.0,,6.0,
717491,AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-10,,,-68.0,,,
717492,AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-11,,,-59.0,,,
717493,AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-12,,,-62.0,,18.0,
717494,AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-13,,,-53.0,,6.0,
718248,AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-07,,,,,-4.0,
718249,AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-08,,,,,2.0,
718250,AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-09,,,-38.0,,12.0,
718251,AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-10,,,-33.0,,,
718252,AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-11,,,-6.0,,,
718253,AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-12,,,,,23.0,
718254,AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-13,,,,,5.0,
719106,AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-07,,,-25.0,,16.0,
719107,AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-08,,,-37.0,,21.0,
719108,AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-09,,,-34.0,,,
719109,AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-10,,,-50.0,,,
719110,AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-11,,,-33.0,,,
719111,AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-12,,,-31.0,,24.0,
719112,AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-13,,,-31.0,,27.0,
720048,AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-07,-34.0,-28.0,-49.0,-49.0,-39.0,9.0
720049,AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-08,-43.0,-27.0,-77.0,-56.0,-39.0,11.0
720050,AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-09,-35.0,-21.0,-60.0,-54.0,-41.0,9.0
720051,AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-10,-31.0,-17.0,-63.0,-45.0,-22.0,2.0
720052,AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-11,-39.0,-23.0,-67.0,-58.0,-23.0,2.0
720053,AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-12,-31.0,-18.0,-55.0,-55.0,-41.0,10.0
720054,AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-13,-36.0,-20.0,-65.0,-51.0,-41.0,10.0
720990,AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-07,-22.0,-16.0,-42.0,-31.0,-18.0,3.0
720991,AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-08,-25.0,-18.0,-66.0,-50.0,-14.0,4.0
720992,AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-09,-26.0,-19.0,-47.0,-32.0,-13.0,2.0
720993,AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-10,-32.0,-26.0,-70.0,-63.0,-18.0,4.0
720994,AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-11,-27.0,-19.0,-58.0,-55.0,-20.0,3.0
720995,AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-12,-32.0,-13.0,-50.0,-50.0,-17.0,3.0
720996,AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-13,-26.0,-14.0,-58.0,-50.0,-17.0,4.0
721919,AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-07,-11.0,37.0,-23.0,-22.0,-17.0,5.0
721920,AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-08,-10.0,,-37.0,-28.0,-17.0,7.0
721921,AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-09,-4.0,42.0,-22.0,-23.0,-14.0,4.0
721922,AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-10,7.0,,-17.0,-22.0,-23.0,
721923,AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-11,-5.0,,-25.0,-42.0,-35.0,
721924,AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-12,-10.0,,-18.0,-29.0,-13.0,6.0
721925,AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-13,-9.0,32.0,-38.0,-36.0,-17.0,7.0
722831,AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-07,-5.0,,-61.0,,23.0,
722832,AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-08,-16.0,,-64.0,,18.0,
722833,AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-09,-19.0,,-56.0,,20.0,
722834,AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-10,-32.0,,-67.0,,-6.0,
722835,AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-11,-26.0,,-67.0,,-12.0,
722836,AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-12,-25.0,,-74.0,,18.0,
722837,AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-13,-15.0,,-63.0,,14.0,
723408,AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-07,,,,,30.0,
723409,AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-08,,,,,20.0,
723410,AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-09,,,,,24.0,
723411,AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-12,,,,,36.0,
723412,AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-13,,,,,29.0,
724331,AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-07,-21.0,,-68.0,,-24.0,
724332,AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-08,-34.0,-38.0,-85.0,,-23.0,
724333,AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-09,-24.0,-41.0,-74.0,,-27.0,
724334,AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-10,-28.0,-32.0,-74.0,,-39.0,
724335,AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-11,-16.0,-40.0,-73.0,,-50.0,
724336,AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-12,-34.0,-41.0,-77.0,,-14.0,
724337,AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-13,-26.0,-34.0,-78.0,,-20.0,
725220,AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-07,,,,,-13.0,
725221,AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-08,,,,,-19.0,
725222,AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-09,-4.0,,,,-14.0,
725223,AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-10,-2.0,,,,-31.0,
725224,AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-11,,,,,-31.0,
725225,AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-12,,,,,-6.0,
725226,AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-13,-12.0,,,,-10.0,
726137,AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-07,-4.0,2.0,,,15.0,2.0
726138,AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-08,-7.0,-1.0,,,20.0,4.0
726139,AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-09,1.0,5.0,,,22.0,0.0
726140,AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-10,6.0,1.0,,,-8.0,
726141,AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-11,0.0,,,,-3.0,
726142,AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-12,0.0,,,,29.0,
726143,AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-13,-6.0,3.0,,,25.0,0.0
727054,AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-07,9.0,9.0,-7.0,,29.0,2.0
727055,AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-08,11.0,9.0,-9.0,,21.0,2.0
727056,AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-09,10.0,7.0,-3.0,,21.0,2.0
727057,AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-10,6.0,4.0,-12.0,,1.0,
727058,AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-11,6.0,1.0,-18.0,,-2.0,
727059,AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-12,12.0,12.0,-6.0,,29.0,1.0
727060,AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-13,12.0,9.0,-13.0,,28.0,2.0
727996,AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-07,-6.0,13.0,-21.0,-27.0,-16.0,7.0
727997,AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-08,-16.0,7.0,-33.0,-30.0,-14.0,9.0
727998,AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-09,-2.0,17.0,2.0,-24.0,-12.0,6.0
727999,AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-10,12.0,17.0,-15.0,-13.0,-1.0,3.0
728000,AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-11,1.0,18.0,-20.0,-22.0,-5.0,3.0
728001,AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-12,-14.0,10.0,-28.0,-37.0,-14.0,8.0
728002,AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-13,-14.0,6.0,-31.0,-32.0,-14.0,7.0
728938,AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-07,-5.0,8.0,-24.0,-45.0,-11.0,4.0
728939,AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-08,-7.0,11.0,-48.0,-48.0,-8.0,5.0
728940,AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-09,-5.0,12.0,-38.0,-45.0,-6.0,4.0
728941,AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-10,-8.0,4.0,-42.0,-42.0,-5.0,3.0
728942,AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-11,-8.0,6.0,-32.0,-23.0,-2.0,3.0
728943,AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-12,-6.0,7.0,-17.0,-43.0,-7.0,4.0
728944,AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-13,-9.0,7.0,-37.0,-49.0,-11.0,4.0
